Region_CN	Region_EN	T20191231	T20200111	T20200112	T20200113	T20200114	T20200115	T20200116	T20200117	T20200118	T20200119	T20200120	T20200121	T20200122	T20200123	T20200124	T20200125	T20200126	T20200127	T20200128	T20200129	T20200130	T20200131	T20200201	T20200202	T20200203	T20200204	T20200205	T20200206	T20200207	T20200208	T20200209	T20200210	T20200211	T20200212	T20200213	T20200214	T20200215	T20200216	T20200217	T20200218	T20200219	T20200220	T20200221	T20200222	T20200223	T20200224	T20200225	T20200226	T20200227	T20200228	T20200229	T20200301	T20200302
河南省	Henan	0	0	0	0	0	0	0	0	0	0	0	1	5	9	32	83	128	168	206	278	352	422	493	566	675	764	851	914	981	1034	1074	1106	1136	1170	1185	1213	1232	1247	1258	1263	1267	1269	1272	1273	1273	1273	1273	1274	1274	1274	1274	1274	1274
黑龙江省	Heilongjiang	0	0	0	0	0	0	0	0	0	0	0	0	2	4	9	15	21	30	37	43	59	80	95	118	155	190	227	277	295	307	331	360	378	395	418	425	445	457	464	470	476	479	479	480	480	480	480	480	480	480	480	480	480
湖北省	Hubei	27	41	41	41	41	41	45	62	121	198	270	375	444	549	729	1052	1423	2714	3554	4586	5806	7153	9074	11177	13522	16678	19665	22112	24953	27100	29718	31815	33453	48293	53116	55558	57406	59350	61175	62921	63549	63960	64325	64923	65321	65820	66221	66630	66948	67371	67941	68137	68251
湖南省	Hunan	0	0	0	0	0	0	0	0	0	0	0	1	9	24	43	69	100	143	221	277	332	389	463	521	593	661	711	772	803	838	879	912	946	968	988	1001	1004	1006	1007	1008	1010	1011	1013	1016	1016	1016	1016	1017	1017	1018	1018	1018	1018
吉林省	Jilin	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	4	6	8	9	14	14	17	23	31	42	54	59	65	69	78	80	81	83	84	86	88	89	89	89	90	91	91	91	91	93	93	93	93	93	93	93	93	93
江苏省	Jiangsu	0	0	0	0	0	0	0	0	0	0	0	0	1	9	18	31	47	70	99	129	168	202	236	271	308	341	373	408	439	468	492	515	543	570	593	604	617	626	629	631	631	631	631	631	631	631	631	631	631	631	631	631	631
江西省	Jiangxi	0	0	0	0	0	0	0	0	0	0	0	2	3	7	18	36	48	72	109	162	240	287	334	393	478	550	602	663	700	742	774	807	847	875	903	916	928	933	936	937	938	938	938	938	938	938	938	938	939	939	939	939	939
辽宁省	Liaoning	0	0	0	0	0	0	0	0	0	0	0	0	2	4	12	17	22	30	36	41	45	60	64	70	74	81	89	94	99	105	107	108	116	116	117	119	120	121	121	121	121	121	121	121	121	121	121	121	121	121	122	122	125
内蒙古自治区	Inner Mongoria IM	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	7	11	13	16	18	20	23	27	34	35	42	46	50	52	54	58	58	60	61	65	68	70	72	73	75	75	75	75	75	75	75	75	75	75	75	75	75	75
宁夏回族自治区	Ningxia	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	4	7	11	12	17	21	26	28	31	34	34	40	43	45	46	50	54	59	65	68	71	71	71	71	72	72	72	72	72	72	72	72	73	73	74	74	75	75
青海省	Qinghai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	6	6	6	8	9	9	13	15	17	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18
山东省	Shandong	0	0	0	0	0	0	0	0	0	0	0	1	6	9	21	39	63	87	121	145	178	202	225	246	270	298	343	379	407	435	459	486	497	506	519	530	537	541	543	544	546	748	750	754	755	755	756	756	756	756	756	758	758
山西省	Shanxi	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	9	13	20	27	35	39	47	56	66	74	81	90	96	104	116	120	123	125	127	127	128	129	130	131	132	132	133	133	133	133	134	134	134	134	134	134	134	134
陕西省	Shaanxi	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	22	35	46	56	63	87	102	117	129	143	165	173	184	195	208	213	219	225	229	230	232	236	240	240	242	245	245	245	245	245	245	245	245	245	245	245	245	245
上海市	Shanghai	0	0	0	0	0	0	0	0	0	0	1	9	16	20	33	40	53	66	80	101	128	153	177	193	208	233	254	269	281	292	295	302	306	313	318	326	328	331	333	333	333	334	334	335	335	335	336	337	337	337	337	337	338
四川省	Sichuan	0	0	0	0	0	0	0	0	0	0	0	2	5	15	28	44	69	90	108	142	178	208	232	255	283	302	322	345	364	387	406	418	437	452	464	471	482	496	509	515	521	526	527	527	528	530	532	535	539	539	539	539	539
台湾省	Taiwan	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	3	4	5	8	8	9	10	10	10	10	11	11	16	16	17	18	18	18	18	18	18	18	20	22	22	24	24	26	26	28	30	31	32	32	34	39	40	41
天津市	Tianjing	0	0	0	0	0	0	0	0	0	0	2	4	4	5	8	10	14	23	24	27	31	32	41	48	63	67	69	79	81	88	91	95	106	112	119	120	122	124	125	128	130	131	133	135	135	135	135	135	136	136	136	136	136
西藏自治区	Tibet	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
香港特别行政区	Hongkong 	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	5	8	8	8	10	12	13	14	15	15	18	21	24	26	26	36	42	49	50	53	56	56	57	60	62	65	68	68	69	74	81	85	91	93	94	95	98	100
新疆维吾尔自治区	Xinjiang	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	5	10	13	14	17	18	21	24	29	32	36	39	42	45	49	55	59	63	65	70	71	75	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76
云南省	Yunnan	0	0	0	0	0	0	0	0	0	0	0	0	2	2	5	11	19	26	51	70	80	91	99	109	117	122	128	135	138	140	141	149	154	155	162	168	169	171	172	173	173	175	175	175	175	175	175	175	175	175	175	175	175
浙江省	Zhejiang	0	0	0	0	0	0	0	0	0	0	0	5	10	43	62	104	128	173	296	428	537	599	661	724	829	895	954	1006	1048	1075	1104	1129	1143	1157	1167	1174	1179	1183	1184	1185	1187	1215	1217	1217	1217	1217	1217	1217	1217	1217	1217	1217	1224
重庆市	Chongqing	0	0	0	0	0	0	0	0	0	0	0	5	9	27	57	75	110	132	147	165	206	238	262	300	337	366	389	411	426	446	468	486	505	518	529	537	544	551	553	555	560	567	572	573	575	576	576	576	576	576	576	576	576
