Region_CN	Region_EN	T20191231	T20200111	T20200112	T20200113	T20200114	T20200115	T20200116	T20200117	T20200118	T20200119	T20200120	T20200121	T20200122	T20200123	T20200124	T20200125	T20200126	T20200127	T20200128	T20200129	T20200130	T20200131	T20200201	T20200202	T20200203	T20200204	T20200205	T20200206	T20200207	T20200208	T20200209	T20200210	T20200211	T20200212	T20200213	T20200214	T20200215	T20200216	T20200217	T20200218	T20200219	T20200220	T20200221	T20200222	T20200223	T20200224	T20200225	T20200226	T20200227	T20200228	T20200229	T20200301	T20200302	T20200303	T20200304	T20200305	T20200306	T20200307	T20200308	T20200309	T20200310	T20200311	T20200312	T20200313	T20200314	T20200315	T20200316	T20200317	T20200318	T20200319	T20200320	T20200321	T20200322	T20200323	T20200324	T20200325	T20200326	T20200327	T20200328	T20200329	T20200330	T20200331	T20200401	T20200402	T20200403	T20200404	T20200405	T20200406	T20200407	T20200408	T20200409	T20200410	T20200411	T20200412	T20200413	T20200414	T20200415	T20200416	T20200417	T20200418	T20200419	T20200420	T20200421	T20200422	T20200423	T20200424	T20200425	T20200426	T20200427	T20200428	T20200429	T20200430	T20200501	T20200502	T20200503	T20200504	T20200505	T20200506	T20200507	T20200508	T20200509	T20200510	T20200511	T20200512	T20200513	T20200514	T20200515	T20200516	T20200517	T20200518	T20200519	T20200520	T20200521	T20200522	T20200523	T20200524	T20200525	T20200526	T20200527
埃塞俄比亚	Ethiopia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	0	3	0	3	0	0	0	0	4	0	0	7	2	4	0	6	3	5	0	9	3	1	9	0	6	3	8	3	7	4	9	3	3	3	2	0	1	5	1	1	2	4	1	2	0	2	5	5	17	25	7	16	29	11	11	2	9	0	34	11	35	13	24	9	31	65	88	73	46	30
爱尔兰	Ireland	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	7	5	1	5	0	10	9	27	20	39	40	54	69	74	191	126	102	121	219	204	235	255	302	294	200	295	325	212	402	424	331	390	370	345	365	500	1515	839	727	992	832	1068	724	377	1110	493	401	388	631	936	577	377	701	615	0	376	359	221	343	330	266	211	265	137	156	219	236	139	107	159	426	129	92	64	88	51	64	76	191	0	57	59	37
爱沙尼亚	Estonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	5	0	0	2	1	3	1	51	67	36	34	20	33	9	16	23	46	0	17	35	134	37	65	0	105	34	79	103	57	79	11	41	36	0	22	51	51	23	41	27	34	25	53	16	7	17	7	33	13	30	8	4	13	6	23	5	5	1	3	8	2	7	5	8	6	2	5	5	7	0	12	4	10	7	3	6	7	14	2	1	10	6
安道尔	Andorra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	39	21	13	26	19	31	21	35	43	4	41	0	62	20	0	38	38	35	25	19	19	19	18	0	37	8	0	27	0	23	8	0	9	4	0	6	0	0	15	2	3	0	0	2	0	2	1	2	1	0	1	0	2	1	0	3	2	1	0	0	0	0	0	1	0	0	0	1	0	0
安哥拉	Angola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	2	0	0	1	0	0	2	4	2	1	2	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	1	0	1	0	0	3	5	0	0	1	0	0	7	0	2	0	0	0	3	0	0	0	2	2	6	0	2	1	8	1	1
安圭拉岛	Anguilla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
安提瓜和巴布达	Antigua and Barbuda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	8	4	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
奥地利	Austria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	5	4	2	8	16	1	14	24	52	26	25	64	115	143	170	186	156	316	314	550	453	65	897	875	390	1125	397	1566	572	841	597	527	426	324	530	139	286	313	362	257	356	282	169	68	146	162	91	141	118	25	99	78	52	77	69	77	77	49	83	45	50	109	0	36	24	29	34	68	22	59	38	11	79	36	61	50	93	41	27	52	32	51	32	50	17	36	18	0
奥兰群岛	Aland	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
澳大利亚	Australia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	1	1	1	3	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	1	1	3	1	11	1	12	7	4	10	9	18	16	27	0	92	36	96	81	64	123	241	174	47	611	114	600	376	367	469	345	265	314	305	269	197	220	137	110	98	118	95	96	88	25	42	135	0	0	28	43	21	33	6	22	13	7	10	34	9	11	15	8	13	16	18	22	28	24	22	17	15	12	7	22	10	9	30	18	8	15	8	11	4	12	16	3	4	15	6
巴巴多斯	Barbados	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	16	0	0	16	0	0	0	11	1	0	14	3	0	3	0	2	3	1	1	2	0	0	0	0	0	0	1	0	1	2	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	2	0	2	0	0	0	2	0	0	0
巴布亚新几内亚	Papua New Guinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
巴哈马	Bahamas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	9	0	0	0	0	0	0	19	3	4	1	0	5	1	2	0	4	0	2	0	5	0	5	5	2	1	5	2	0	0	0	1	1	1	0	0	6	3	0	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	3	0	0	0
巴基斯坦	Pakistan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	1	0	0	10	0	2	0	2	9	24	84	47	53	64	147	62	220	69	93	106	18	163	229	118	99	240	206	220	159	258	415	535	346	179	274	144	291	278	204	463	151	931	349	370	355	425	798	533	1062	344	1072	496	605	751	1210	828	1322	675	989	1083	1315	1049	1523	2362	1039	1991	1476	1733	1662	1452	1430	1581	1352	1974	1841	1932	2193	2603	1743	2164	1748	1356	1446
巴拉圭	Paraguay	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0	12	4	0	0	15	0	4	0	0	0	24	0	0	0	31	8	9	2	4	5	5	0	5	13	12	2	13	25	3	4	2	0	5	0	7	3	5	0	2	9	10	17	67	37	26	19	16	9	22	101	126	24	11	13	3	14	5	19	8	2	41	4	3	2	12	12	3	12
巴勒斯坦	Palestine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	3	0	0	11	0	1	4	0	0	0	6	3	3	1	11	0	0	1	4	20	7	13	2	9	19	0	26	50	16	26	8	3	0	0	0	5	22	18	0	66	28	16	13	18	12	13	6	0	4	11	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
巴林	Bahrain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	9	7	3	5	0	6	0	0	0	9	0	21	32	0	0	86	15	1	3	7	16	19	13	16	21	28	5	52	28	38	9	7	26	16	52	2	66	37	16	10	25	88	10	34	58	103	71	261	174	149	27	2	67	106	22	57	57	89	119	371	0	120	102	59	168	132	104	83	27	296	163	289	273	191	261	301	252	371	36	382	457	275	26	418	469	196	135	600	319	71	59	410
巴拿马	Panama	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	3	16	9	7	0	26	17	0	0	114	45	0	0	198	115	116	112	115	88	86	0	242	158	198	128	187	112	149	279	224	222	260	166	72	102	177	265	194	63	194	191	163	171	174	372	0	241	242	179	178	154	188	370	107	190	136	208	137	202	212	166	168	167	161	174	150	181	157	120	141	110	139	151	310	349	257	264
巴西	Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	5	5	6	6	0	9	18	25	21	53	49	34	57	223	107	283	224	418	345	310	232	482	562	427	426	351	1131	1176	1078	1150	1215	867	942	1912	2086	1938	1767	1041	1334	1637	1803	3257	1876	0	6034	2219	1670	2778	2756	4164	3531	5281	4004	4118	5789	6450	7502	5443	4470	4726	6794	7679	11090	9130	10484	9058	7449	6511	8193	13867	12714	15496	13220	7569	16316	14489	21472	17564	19969	18223	14098	11687	16324
白俄罗斯	Belarus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	2	0	0	0	3	0	0	3	0	15	0	0	0	24	18	0	0	12	0	5	0	0	0	0	0	66	11	91	97	89	122	138	160	206	0	915	245	352	341	362	447	476	575	0	0	1485	0	1017	741	751	817	873	826	919	973	846	890	911	877	784	861	905	913	933	951	921	933	967	952	947	0	1909	969	922	936	918	945	932	941	954	946	915	897
百慕大	Bermuda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
保加利亚	Bulgaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	16	7	6	15	0	30	11	15	20	36	24	14	17	24	22	49	0	0	46	40	50	28	26	28	0	34	16	30	24	13	21	7	37	22	48	42	40	19	45	37	49	66	90	63	56	58	51	38	51	53	47	23	21	57	69	53	54	46	44	26	23	65	31	38	37	36	24	24	33	39	41	36	19	6	10	17
北马里亚纳群岛	Northern Mariana Islands	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
北塞浦路斯	Northern Cyprus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
贝宁	Benin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	7	0	3	0	6	4	0	0	0	0	9	0	0	0	0	0	0	0	19	0	0	0	0	0	0	10	0	0	0	0	26	0	6	0	0	44	102	42	35	0	8	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
比利时	Belgium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	5	0	37	59	0	60	70	0	28	132	157	133	197	199	158	0	0	1014	558	586	342	519	675	1298	1049	1850	1702	1063	876	1189	1384	1422	1661	1530	853	1380	1209	1580	1684	1351	1629	1142	330	2454	1236	1329	1045	1313	1487	973	933	908	1496	1034	807	553	647	525	660	513	485	389	361	242	272	639	591	585	485	368	330	202	307	356	345	291	279	232	192	252	276	299	282	250	113	137
冰岛	Iceland	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	6	5	20	0	11	5	10	0	9	21	19	19	28	21	3	40	0	110	79	64	95	20	60	91	63	134	27	57	66	134	99	0	98	69	40	60	0	30	32	27	26	0	10	9	7	12	21	0	13	5	7	4	0	1	0	2	3	0	2	0	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	-3	4
波兰	Poland	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	11	1	4	9	20	17	36	21	62	51	0	117	70	138	71	115	152	0	320	168	328	188	310	132	286	516	354	331	367	331	468	341	401	346	268	318	375	359	363	443	349	519	371	284	297	312	413	308	328	366	457	197	366	324	270	318	244	305	405	251	302	310	311	385	355	501	407	146	569	210	352	334	489	414	396	459	398	204	427	436
波斯尼亚和黑塞哥维那	Bosnia and Herzegovina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	2	4	2	0	8	3	0	0	0	40	0	29	0	38	0	45	0	16	38	94	44	41	81	53	74	37	20	80	23	27	54	77	65	30	53	27	57	32	86	0	24	33	26	45	8	65	30	49	20	92	80	0	82	18	69	20	41	40	43	20	27	24	17	23	37	0	49	23	0	31	17	12	22	19	10	5	10	19
玻利维亚	Bolivia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	58	0	0	0	42	18	26	11	16	54	4	0	32	30	24	43	44	24	28	27	44	34	11	63	31	0	163	84	64	39	57	57	62	241	124	87	121	84	195	185	171	119	275	133	184	224	205	249	262	175	218	438	268	392	336	348	397	476
伯利兹	Belize	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	4	0	1	2	0	3	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
博茨瓦纳	Botswana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	2	0	7	0	0	0	0	0	0	2	0	5	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	0	1	0	5	0	0
